frame,track_id,class_id,class_name,confidence,x1,y1,x2,y2
66,2,0,car,0.8289,323,279,437,337
66,3,0,car,0.8205,0,185,50,229
66,4,0,car,0.8113,189,245,292,292
66,5,0,car,0.7971,435,191,523,230
66,6,0,car,0.797,349,189,434,225
66,7,0,car,0.7894,601,147,669,178
66,8,0,car,0.726,306,115,350,160
66,9,0,car,0.6076,306,110,331,127
66,10,0,car,0.5501,311,35,331,50
66,11,0,car,0.3427,303,35,323,50
67,1,0,car,0.8396,611,469,724,526
67,2,0,car,0.8263,331,276,449,330
67,3,0,car,0.8147,0,185,44,230
67,4,0,car,0.8126,188,243,294,290
67,5,0,car,0.7986,345,189,427,224
67,6,0,car,0.7962,430,191,516,229
67,7,0,car,0.7855,597,146,665,177
67,8,0,car,0.7292,307,115,350,159
67,9,0,car,0.601,306,109,331,126
67,10,0,car,0.5485,311,35,331,50
67,11,0,car,0.3144,303,35,322,49
68,1,0,car,0.8417,612,467,723,526
68,2,0,car,0.823,341,273,459,328
68,3,0,car,0.815,186,241,295,289
68,4,0,car,0.8091,0,186,38,229
68,5,0,car,0.8009,339,188,423,223
68,6,0,car,0.7945,427,190,511,228
68,7,0,car,0.7858,596,146,661,177
68,8,0,car,0.7308,306,114,350,158
68,9,0,car,0.59,306,108,331,126
68,10,0,car,0.5704,310,34,331,49
68,11,0,car,0.3085,301,35,321,48
69,1,0,car,0.844,611,465,725,526
69,2,0,car,0.8254,353,271,469,324
69,3,0,car,0.8152,190,240,296,287
69,4,0,car,0.807,0,186,33,227
69,5,0,car,0.8028,334,189,417,223
69,6,0,car,0.795,421,189,505,228
69,7,0,car,0.7878,593,145,656,177
69,8,0,car,0.7304,305,113,350,158
69,9,0,car,0.5849,306,107,332,125
69,10,0,car,0.5793,309,34,330,48
69,11,0,car,0.3796,297,107,325,125
69,12,0,car,0.2866,315,106,339,124
70,1,0,car,0.8447,611,465,725,526
70,2,0,car,0.826,353,271,469,324
70,3,0,car,0.8153,190,240,296,286
70,4,0,car,0.8074,0,186,33,227
70,5,0,car,0.803,334,188,417,223
70,6,0,car,0.7957,421,189,505,228
70,7,0,car,0.788,593,145,656,177
70,8,0,car,0.7306,305,113,350,158
70,9,0,car,0.5793,309,34,330,48
70,10,0,car,0.5272,307,108,333,125
70,11,0,car,0.4429,303,107,329,125
70,12,0,car,0.2644,294,107,321,125
71,1,0,car,0.846,611,462,727,526
71,2,0,car,0.8263,365,267,476,319
71,3,0,car,0.8147,189,238,296,285
71,4,0,car,0.798,414,188,499,227
71,5,0,car,0.7972,326,187,412,222
71,6,0,car,0.7878,0,185,28,228
71,7,0,car,0.7817,589,145,652,177
71,8,0,car,0.7292,305,112,350,157
71,9,0,car,0.5918,305,107,331,124
71,10,0,car,0.5859,308,34,329,48
71,11,0,car,0.3506,314,107,338,124
71,12,0,car,0.2774,983,462,1002,526
72,1,0,car,0.8465,611,456,730,526
72,2,0,car,0.8223,384,260,498,312
72,3,0,car,0.8188,185,234,299,282
72,4,0,car,0.8023,315,186,404,222
72,5,0,car,0.7943,401,188,489,226
72,6,0,car,0.7922,577,144,642,175
72,7,0,car,0.723,306,111,349,155
72,8,0,car,0.5891,305,107,330,123
72,9,0,car,0.5466,306,33,327,47
72,10,0,car,0.529,0,182,17,222
72,11,0,car,0.3904,313,33,334,48
72,12,0,car,0.2948,0,513,108,526
72,13,0,car,0.2567,982,449,1002,526
73,1,0,car,0.8476,610,454,731,526
73,2,0,car,0.8264,394,259,506,309
73,3,0,car,0.8189,186,233,300,280
73,4,0,car,0.8022,311,185,398,222
73,5,0,car,0.7978,394,187,484,226
73,6,0,car,0.7964,571,144,639,174
73,7,0,car,0.7232,305,110,349,154
73,8,0,car,0.5902,305,106,330,122
73,9,0,car,0.5281,0,180,11,222
73,10,0,car,0.4924,305,32,325,47
73,11,0,car,0.491,309,32,330,46
73,12,0,car,0.4086,313,32,333,47
73,13,0,car,0.3608,0,510,98,526
74,1,0,car,0.8507,609,449,731,526
74,2,0,car,0.8189,187,229,302,276
74,3,0,car,0.8141,416,255,527,303
74,4,0,car,0.8024,301,184,388,220
74,5,0,car,0.7994,385,185,470,224
74,6,0,car,0.7927,562,143,633,173
74,7,0,car,0.7253,304,108,349,152
74,8,0,car,0.5517,307,31,328,46
74,9,0,car,0.5118,307,103,332,120
74,10,0,car,0.444,311,104,334,120
74,11,0,car,0.431,0,507,123,526
74,12,0,car,0.3737,298,104,322,120
74,13,0,car,0.2814,297,31,318,46
75,1,0,car,0.8503,609,449,731,526
75,2,0,car,0.8193,187,229,302,276
75,3,0,car,0.8141,416,253,528,302
75,4,0,car,0.8017,302,184,388,220
75,5,0,car,0.7998,385,185,471,224
75,6,0,car,0.7937,562,143,633,173
75,7,0,car,0.7268,304,108,349,152
75,8,0,car,0.5536,308,31,329,46
75,9,0,car,0.5113,307,103,332,120
75,10,0,car,0.4406,311,104,334,120
75,11,0,car,0.4204,0,507,118,526
75,12,0,car,0.3688,298,104,322,120
75,13,0,car,0.3008,298,31,319,45
76,1,0,car,0.8528,609,445,732,526
76,2,0,car,0.8179,185,226,303,275
76,3,0,car,0.8151,425,251,538,300
76,4,0,car,0.802,381,185,463,223
76,5,0,car,0.7977,296,184,381,218
76,6,0,car,0.7952,557,142,629,173
76,7,0,car,0.7249,304,107,349,151
76,8,0,car,0.5546,303,103,327,120
76,9,0,car,0.5471,307,31,328,45
76,10,0,car,0.4893,309,103,333,120
76,11,0,car,0.3824,0,505,131,526
76,12,0,car,0.3124,298,31,318,45
76,13,0,car,0.2604,975,423,1002,526
77,1,0,car,0.8562,610,443,731,526
77,2,0,car,0.8191,186,224,304,274
77,3,0,car,0.8145,438,248,547,295
77,4,0,car,0.8029,290,183,376,217
77,5,0,car,0.8007,374,184,459,222
77,6,0,car,0.7933,556,140,624,172
77,7,0,car,0.727,304,107,350,150
77,8,0,car,0.5645,306,102,331,119
77,9,0,car,0.5514,308,31,328,45
77,10,0,car,0.4318,0,504,152,526
77,11,0,car,0.4155,299,102,324,119
77,12,0,car,0.325,299,30,320,45
78,1,0,car,0.8569,609,437,733,526
78,2,0,car,0.8195,193,220,304,270
78,3,0,car,0.8143,457,239,567,288
78,4,0,car,0.8039,276,180,366,216
78,5,0,car,0.7966,359,182,450,222
78,6,0,car,0.792,547,139,614,172
78,7,0,car,0.7307,303,105,350,149
78,8,0,car,0.5406,307,101,331,117
78,9,0,car,0.538,307,30,327,44
78,10,0,car,0.4411,298,101,323,117
78,11,0,car,0.401,0,498,196,526
78,12,0,car,0.3655,300,30,318,44
79,1,0,car,0.8594,610,434,736,526
79,2,0,car,0.8177,468,238,575,285
79,3,0,car,0.8172,193,218,305,268
79,4,0,car,0.8023,271,179,360,215
79,5,0,car,0.7934,352,181,444,221
79,6,0,car,0.7913,543,137,614,172
79,7,0,car,0.7269,304,104,349,148
79,8,0,car,0.5586,305,29,326,44
79,9,0,car,0.5506,0,495,156,526
79,10,0,car,0.5121,300,100,325,116
79,11,0,car,0.476,309,100,333,116
79,12,0,car,0.372,300,29,318,43
80,1,0,car,0.8642,611,430,739,526
80,2,0,car,0.8196,196,216,306,266
80,3,0,car,0.8185,479,236,586,282
80,4,0,car,0.8057,266,178,356,215
80,5,0,car,0.7983,537,137,607,171
80,6,0,car,0.7856,347,180,439,219
80,7,0,car,0.7277,304,103,350,147
80,8,0,car,0.6304,0,494,157,526
80,9,0,car,0.5469,306,29,326,43
80,10,0,car,0.5354,307,99,332,116
80,11,0,car,0.4579,300,99,325,115
80,12,0,car,0.3412,299,29,318,43
81,1,0,car,0.8643,611,430,739,526
81,2,0,car,0.8195,196,216,306,266
81,3,0,car,0.8186,479,236,586,283
81,4,0,car,0.806,267,178,356,215
81,5,0,car,0.7985,537,136,607,171
81,6,0,car,0.7863,347,180,439,219
81,7,0,car,0.7275,304,103,350,147
81,8,0,car,0.6311,0,494,158,526
81,9,0,car,0.5454,306,29,326,43
81,10,0,car,0.5347,307,99,332,115
81,11,0,car,0.4652,300,99,325,115
81,12,0,car,0.3399,300,29,318,43
82,1,0,car,0.8668,610,427,736,526
82,2,0,car,0.8229,195,215,308,263
82,3,0,car,0.8133,482,234,596,281
82,4,0,car,0.8066,262,177,352,213
82,5,0,car,0.7949,531,136,603,170
82,6,0,car,0.7898,342,181,430,217
82,7,0,car,0.7301,304,102,349,146
82,8,0,car,0.6959,0,490,145,526
82,9,0,car,0.5493,305,29,325,43
82,10,0,car,0.5016,304,99,328,115
82,11,0,car,0.479,299,99,325,115
82,12,0,car,0.4149,309,98,334,114
82,13,0,car,0.3449,298,29,316,42
82,14,0,car,0.3105,313,99,337,115
83,1,0,car,0.8664,610,424,735,526
83,2,0,car,0.8232,197,213,309,261
83,3,0,car,0.8131,498,233,609,277
83,4,0,car,0.8077,256,177,345,212
83,5,0,car,0.7954,526,136,599,169
83,6,0,car,0.792,336,179,426,216
83,7,0,car,0.734,0,487,147,526
83,8,0,car,0.7329,304,102,349,145
83,9,0,car,0.5566,304,97,328,114
83,10,0,car,0.5556,303,28,324,42
83,11,0,car,0.4853,309,97,333,114
84,1,0,car,0.8695,611,422,737,526
84,2,0,car,0.8213,199,211,311,259
84,3,0,car,0.8138,509,227,616,272
84,4,0,car,0.8071,250,176,341,211
84,5,0,car,0.7957,329,178,422,216
84,6,0,car,0.7916,519,135,596,169
84,7,0,car,0.727,304,100,349,144
84,8,0,car,0.7203,0,485,181,526
84,9,0,car,0.5548,304,97,329,113
84,10,0,car,0.5386,303,28,324,42
84,11,0,car,0.4518,310,97,334,113
84,12,0,car,0.3596,311,28,332,42
85,1,0,car,0.8687,611,414,738,526
85,2,0,car,0.8206,529,221,633,263
85,3,0,car,0.8198,202,207,313,255
85,4,0,car,0.8061,238,174,330,208
85,5,0,car,0.7926,313,176,409,214
85,6,0,car,0.7923,511,133,588,167
85,7,0,car,0.7432,0,479,184,526
85,8,0,car,0.7266,303,98,348,141
85,9,0,car,0.5543,303,95,327,111
85,10,0,car,0.5174,304,27,325,41
85,11,0,car,0.4328,310,95,334,111
85,12,0,car,0.3135,294,27,315,41
85,13,0,car,0.2687,295,95,321,110
86,1,0,car,0.8695,611,411,740,526
86,2,0,car,0.8222,205,204,313,253
86,3,0,car,0.8166,538,217,645,259
86,4,0,car,0.8027,232,173,326,208
86,5,0,car,0.7948,509,133,582,167
86,6,0,car,0.7925,309,175,402,213
86,7,0,car,0.7632,0,475,187,526
86,8,0,car,0.7271,303,97,349,140
86,9,0,car,0.5236,304,27,324,40
86,10,0,car,0.5139,306,94,328,110
86,11,0,car,0.4983,299,94,323,110
86,12,0,car,0.3825,311,93,336,110
86,13,0,car,0.3223,295,27,315,41
87,1,0,car,0.8697,611,411,740,526
87,2,0,car,0.8222,205,204,313,253
87,3,0,car,0.8167,538,217,645,259
87,4,0,car,0.8027,232,173,326,208
87,5,0,car,0.7948,509,133,582,167
87,6,0,car,0.7924,309,175,402,213
87,7,0,car,0.7602,0,475,183,526
87,8,0,car,0.7276,303,97,349,140
87,9,0,car,0.5232,304,27,324,40
87,10,0,car,0.5115,306,94,328,110
87,11,0,car,0.4986,299,94,323,110
87,12,0,car,0.3811,311,93,336,110
87,13,0,car,0.3188,295,27,315,41
88,1,0,car,0.871,611,408,740,526
88,2,0,car,0.8238,206,202,314,252
88,3,0,car,0.8211,546,214,655,257
88,4,0,car,0.8067,225,171,320,207
88,5,0,car,0.7936,505,132,578,166
88,6,0,car,0.7896,303,173,397,212
88,7,0,car,0.7283,303,97,349,139
88,8,0,car,0.7231,0,472,204,526
88,9,0,car,0.5765,304,93,328,110
88,10,0,car,0.5397,303,26,323,40
88,11,0,car,0.3272,313,93,337,110
88,12,0,car,0.313,295,26,315,40
89,1,0,car,0.8713,611,404,741,526
89,2,0,car,0.8224,208,199,315,250
89,3,0,car,0.8137,558,212,664,253
89,4,0,car,0.8084,222,171,314,206
89,5,0,car,0.7957,499,131,571,165
89,6,0,car,0.7881,297,172,391,210
89,7,0,car,0.7377,0,470,179,526
89,8,0,car,0.7288,304,96,350,139
89,9,0,car,0.5724,303,92,328,109
89,10,0,car,0.5296,304,25,324,40
89,11,0,car,0.4321,311,92,336,109
89,12,0,car,0.3064,296,26,316,40
90,1,0,car,0.8684,611,402,742,523
90,2,0,car,0.8199,209,196,316,248
90,3,0,car,0.8032,216,169,311,205
90,4,0,car,0.8014,568,208,674,251
90,5,0,car,0.796,494,130,568,164
90,6,0,car,0.7895,293,171,384,209
90,7,0,car,0.7808,0,467,186,526
90,8,0,car,0.7255,303,95,350,137
90,9,0,car,0.5758,303,92,328,108
90,10,0,car,0.5362,304,25,323,39
90,11,0,car,0.4135,311,92,336,108
90,12,0,car,0.3496,297,25,316,39
91,1,0,car,0.8753,614,395,742,516
91,2,0,car,0.8185,210,193,319,243
91,3,0,car,0.8171,591,202,692,243
91,4,0,car,0.812,204,167,302,205
91,5,0,car,0.8008,486,130,562,162
91,6,0,car,0.7955,0,461,185,526
91,7,0,car,0.7819,278,170,374,206
91,8,0,car,0.728,303,93,350,135
91,9,0,car,0.5497,302,90,327,106
91,10,0,car,0.5308,303,25,322,38
91,11,0,car,0.4894,308,90,334,106
91,12,0,car,0.3163,296,24,314,38
92,1,0,car,0.8769,614,392,742,513
92,2,0,car,0.8166,600,198,703,239
92,3,0,car,0.8156,0,460,175,526
92,4,0,car,0.8122,210,191,321,240
92,5,0,car,0.811,196,166,294,204
92,6,0,car,0.7976,479,129,559,161
92,7,0,car,0.7888,270,169,366,206
92,8,0,car,0.732,304,92,350,135
92,9,0,car,0.5426,303,24,322,38
92,10,0,car,0.5266,305,89,329,106
92,11,0,car,0.5252,300,89,325,105
92,12,0,car,0.3489,311,88,337,105
93,1,0,car,0.8764,614,392,742,513
93,2,0,car,0.8316,0,460,178,526
93,3,0,car,0.8164,600,198,703,240
93,4,0,car,0.8122,210,191,321,240
93,5,0,car,0.8111,196,166,295,204
93,6,0,car,0.7984,479,129,560,161
93,7,0,car,0.7883,271,169,366,205
93,8,0,car,0.7301,304,92,350,135
93,9,0,car,0.5391,300,89,326,105
93,10,0,car,0.5288,303,24,322,38
93,11,0,car,0.501,306,89,330,106
93,12,0,car,0.3479,311,88,337,105
94,1,0,car,0.8767,613,389,743,510
94,2,0,car,0.8377,0,457,186,526
94,3,0,car,0.8208,608,194,710,237
94,4,0,car,0.8082,190,165,289,203
94,5,0,car,0.8079,210,188,323,238
94,6,0,car,0.7942,475,128,554,160
94,7,0,car,0.7804,271,168,360,203
94,8,0,car,0.7291,303,91,349,134
94,9,0,car,0.5691,303,88,328,105
94,10,0,car,0.4869,301,23,321,37
94,11,0,car,0.3625,312,88,336,105
94,12,0,car,0.3227,295,88,320,105
94,13,0,car,0.2551,310,87,335,104
95,1,0,car,0.8768,613,385,744,509
95,2,0,car,0.8378,0,453,185,526
95,3,0,car,0.814,615,192,723,232
95,4,0,car,0.8075,212,187,324,235
95,5,0,car,0.8027,188,164,286,202
95,6,0,car,0.7953,471,128,549,160
95,7,0,car,0.7741,269,166,354,200
95,8,0,car,0.7275,304,90,349,133
95,9,0,car,0.5645,304,88,328,104
95,10,0,car,0.4659,302,23,322,37
95,11,0,car,0.4482,311,88,335,104
96,1,0,car,0.8769,613,385,744,509
96,2,0,car,0.8404,0,454,184,526
96,3,0,car,0.8122,616,191,723,232
96,4,0,car,0.8071,212,187,324,235
96,5,0,car,0.8022,188,164,286,201
96,6,0,car,0.7949,471,127,549,160
96,7,0,car,0.7733,268,166,354,200
96,8,0,car,0.7266,304,90,349,133
96,9,0,car,0.57,303,88,328,104
96,10,0,car,0.4798,302,23,322,37
96,11,0,car,0.4598,310,88,335,105
97,1,0,car,0.8779,613,385,744,510
97,2,0,car,0.8363,0,454,184,526
97,3,0,car,0.8126,617,192,723,231
97,4,0,car,0.8073,212,187,323,235
97,5,0,car,0.803,188,164,286,201
97,6,0,car,0.7956,471,128,548,160
97,7,0,car,0.7752,268,166,354,200
97,8,0,car,0.7276,304,90,349,132
97,9,0,car,0.5717,304,88,329,105
97,10,0,car,0.4916,302,23,322,37
97,11,0,car,0.4559,311,88,335,105
98,1,0,car,0.8783,614,385,744,511
98,2,0,car,0.8324,0,453,185,526
98,3,0,car,0.8137,619,192,722,231
98,4,0,car,0.8075,212,187,324,235
98,5,0,car,0.8016,188,164,286,201
98,6,0,car,0.7952,471,128,549,160
98,7,0,car,0.7757,266,166,354,200
98,8,0,car,0.7275,304,90,349,132
98,9,0,car,0.5682,304,88,329,104
98,10,0,car,0.5034,302,23,322,37
98,11,0,car,0.4667,311,88,335,104
99,1,0,car,0.8785,614,385,744,511
99,2,0,car,0.8328,0,453,185,526
99,3,0,car,0.8134,620,192,722,231
99,4,0,car,0.8073,212,187,324,235
99,5,0,car,0.8021,188,164,285,201
99,6,0,car,0.7954,471,127,549,160
99,7,0,car,0.7742,266,166,354,200
99,8,0,car,0.7275,304,91,349,132
99,9,0,car,0.5727,303,88,328,104
99,10,0,car,0.501,302,23,322,37
99,11,0,car,0.4391,311,88,335,104
100,1,0,car,0.8785,614,385,744,511
100,2,0,car,0.8336,0,453,185,526
100,3,0,car,0.8136,620,192,722,231
100,4,0,car,0.8072,212,187,324,235
100,5,0,car,0.8023,188,164,285,201
100,6,0,car,0.7955,471,127,549,160
100,7,0,car,0.7742,266,166,354,200
100,8,0,car,0.7275,304,91,349,132
100,9,0,car,0.5725,303,88,328,104
100,10,0,car,0.5008,302,23,322,37
100,11,0,car,0.4393,311,88,335,104
101,1,0,car,0.8791,614,385,744,512
101,2,0,car,0.8367,0,454,183,526
101,3,0,car,0.8142,619,192,722,232
101,4,0,car,0.8066,211,187,324,235
101,5,0,car,0.804,187,164,285,201
101,6,0,car,0.7952,471,128,549,159
101,7,0,car,0.7737,267,166,354,200
101,8,0,car,0.7265,304,91,349,132
101,9,0,car,0.571,303,88,328,104
101,10,0,car,0.4948,302,23,321,37
101,11,0,car,0.448,311,88,335,104
102,1,0,car,0.8785,613,385,744,511
102,2,0,car,0.8406,0,454,181,526
102,3,0,car,0.813,619,191,723,231
102,4,0,car,0.8063,212,187,324,235
102,5,0,car,0.8023,189,164,285,201
102,6,0,car,0.7954,471,128,549,159
102,7,0,car,0.7712,267,166,354,200
102,8,0,car,0.7262,304,91,349,132
102,9,0,car,0.5693,304,88,328,104
102,10,0,car,0.4975,302,23,322,37
102,11,0,car,0.4513,311,88,335,104
103,1,0,car,0.8785,613,385,744,511
103,2,0,car,0.8441,0,453,180,526
103,3,0,car,0.8127,618,191,723,231
103,4,0,car,0.8065,212,187,324,235
103,5,0,car,0.8018,189,164,285,201
103,6,0,car,0.7954,471,128,549,159
103,7,0,car,0.7706,267,166,355,200
103,8,0,car,0.7255,304,91,349,132
103,9,0,car,0.5684,304,88,328,104
103,10,0,car,0.5033,302,23,322,37
103,11,0,car,0.4469,311,88,335,104
104,1,0,car,0.8788,614,385,744,511
104,2,0,car,0.8419,0,453,180,526
104,3,0,car,0.8129,618,191,723,231
104,4,0,car,0.8066,212,187,324,235
104,5,0,car,0.8019,189,164,285,201
104,6,0,car,0.7955,471,128,549,159
104,7,0,car,0.7706,267,166,355,200
104,8,0,car,0.726,305,91,349,132
104,9,0,car,0.5693,304,88,328,104
104,10,0,car,0.5002,302,23,322,37
104,11,0,car,0.447,311,88,335,104
105,1,0,car,0.8784,613,385,744,512
105,2,0,car,0.8404,0,454,180,526
105,3,0,car,0.8107,618,192,723,231
105,4,0,car,0.8067,212,187,324,235
105,5,0,car,0.8012,189,165,285,201
105,6,0,car,0.7948,471,127,549,159
105,7,0,car,0.7704,267,166,355,200
105,8,0,car,0.7257,304,91,349,132
105,9,0,car,0.57,304,88,328,104
105,10,0,car,0.4991,302,23,322,37
105,11,0,car,0.4463,311,88,335,104
106,1,0,car,0.8782,613,385,744,512
106,2,0,car,0.8439,0,454,179,526
106,3,0,car,0.8123,619,192,723,231
106,4,0,car,0.8066,212,187,324,235
106,5,0,car,0.8012,188,164,285,201
106,6,0,car,0.795,471,127,549,159
106,7,0,car,0.7703,267,166,355,200
106,8,0,car,0.726,304,91,349,132
106,9,0,car,0.5707,304,88,328,104
106,10,0,car,0.5008,302,23,322,37
106,11,0,car,0.442,311,88,335,104
107,1,0,car,0.8784,613,385,744,512
107,2,0,car,0.844,0,454,180,526
107,3,0,car,0.8119,619,191,723,231
107,4,0,car,0.8071,212,187,323,235
107,5,0,car,0.8013,189,164,285,201
107,6,0,car,0.7945,471,127,548,159
107,7,0,car,0.7699,267,166,354,200
107,8,0,car,0.7264,304,91,349,132
107,9,0,car,0.57,304,88,328,104
107,10,0,car,0.517,302,23,322,37
107,11,0,car,0.4281,311,88,335,104
108,1,0,car,0.8782,613,385,744,512
108,2,0,car,0.8434,0,454,180,526
108,3,0,car,0.8122,619,191,723,231
108,4,0,car,0.8068,212,187,323,235
108,5,0,car,0.8011,189,164,285,201
108,6,0,car,0.794,471,128,548,159
108,7,0,car,0.7702,267,166,354,200
108,8,0,car,0.726,304,91,349,132
108,9,0,car,0.5716,304,88,328,104
108,10,0,car,0.5194,302,23,322,37
108,11,0,car,0.4309,311,88,335,104
109,1,0,car,0.8792,613,385,744,512
109,2,0,car,0.847,0,454,179,526
109,3,0,car,0.812,619,192,723,231
109,4,0,car,0.8065,212,187,323,235
109,5,0,car,0.8014,189,165,285,201
109,6,0,car,0.794,471,127,548,159
109,7,0,car,0.7699,267,166,354,200
109,8,0,car,0.7261,304,91,348,132
109,9,0,car,0.5705,304,88,328,104
109,10,0,car,0.5073,302,23,322,37
109,11,0,car,0.4136,312,88,335,104
110,1,0,car,0.8792,613,385,744,512
110,2,0,car,0.8472,0,454,179,526
110,3,0,car,0.8119,619,192,723,231
110,4,0,car,0.8062,212,187,323,235
110,5,0,car,0.8011,189,165,285,201
110,6,0,car,0.7939,471,127,548,159
110,7,0,car,0.77,267,166,354,200
110,8,0,car,0.726,304,91,348,132
110,9,0,car,0.5703,304,88,328,104
110,10,0,car,0.5078,302,23,322,37
110,11,0,car,0.424,312,88,335,104
111,1,0,car,0.8792,613,385,744,511
111,2,0,car,0.8436,0,454,180,526
111,3,0,car,0.81,617,192,723,232
111,4,0,car,0.8061,211,187,323,235
111,5,0,car,0.8019,188,164,285,201
111,6,0,car,0.7937,471,128,548,159
111,7,0,car,0.7713,266,166,354,200
111,8,0,car,0.7253,304,91,348,132
111,9,0,car,0.5682,304,88,328,104
111,10,0,car,0.5081,302,23,321,37
111,11,0,car,0.4223,311,88,335,104
112,1,0,car,0.8793,613,385,744,512
112,2,0,car,0.844,0,454,180,526
112,3,0,car,0.8099,617,192,723,231
112,4,0,car,0.8059,211,187,323,235
112,5,0,car,0.8023,187,165,285,201
112,6,0,car,0.7936,471,128,548,159
112,7,0,car,0.7711,266,166,354,200
112,8,0,car,0.7249,304,91,348,132
112,9,0,car,0.5676,304,88,328,104
112,10,0,car,0.5101,302,23,321,37
112,11,0,car,0.44,311,88,335,104
113,1,0,car,0.8796,613,385,744,512
113,2,0,car,0.8447,0,454,180,526
113,3,0,car,0.8099,617,192,723,231
113,4,0,car,0.8062,212,187,323,235
113,5,0,car,0.8023,188,165,285,201
113,6,0,car,0.7939,471,128,548,159
113,7,0,car,0.7711,266,166,354,200
113,8,0,car,0.7244,304,91,348,132
113,9,0,car,0.5688,304,88,328,104
113,10,0,car,0.5095,302,23,321,37
113,11,0,car,0.4284,311,88,335,104
114,1,0,car,0.8797,613,385,744,512
114,2,0,car,0.8448,0,454,181,526
114,3,0,car,0.8089,617,192,723,232
114,4,0,car,0.8063,212,187,323,235
114,5,0,car,0.8032,187,165,285,201
114,6,0,car,0.7938,471,128,548,159
114,7,0,car,0.771,266,166,354,200
114,8,0,car,0.7247,304,91,348,132
114,9,0,car,0.5692,304,88,328,104
114,10,0,car,0.5137,302,23,321,37
114,11,0,car,0.4262,311,88,335,104
115,1,0,car,0.8797,613,385,744,512
115,2,0,car,0.845,0,454,181,526
115,3,0,car,0.8092,617,192,723,232
115,4,0,car,0.8063,212,187,323,235
115,5,0,car,0.8031,187,164,286,201
115,6,0,car,0.7936,471,128,549,159
115,7,0,car,0.771,265,166,354,200
115,8,0,car,0.7246,304,91,348,132
115,9,0,car,0.5693,304,88,328,104
115,10,0,car,0.5144,302,23,321,37
115,11,0,car,0.4254,311,88,335,104
116,1,0,car,0.8778,613,385,744,511
116,2,0,car,0.8443,0,454,181,526
116,3,0,car,0.8098,618,192,723,232
116,4,0,car,0.8059,212,187,323,235
116,5,0,car,0.802,187,165,285,201
116,6,0,car,0.792,471,128,548,159
116,7,0,car,0.7707,266,166,354,200
116,8,0,car,0.7237,304,91,348,132
116,9,0,car,0.5675,304,88,328,104
116,10,0,car,0.5217,302,23,322,37
116,11,0,car,0.4228,311,88,335,104
117,1,0,car,0.8781,613,385,744,511
117,2,0,car,0.8437,0,454,181,526
117,3,0,car,0.8094,618,192,723,231
117,4,0,car,0.8062,212,187,323,235
117,5,0,car,0.802,187,165,285,201
117,6,0,car,0.7924,471,128,549,159
117,7,0,car,0.7709,267,166,354,200
117,8,0,car,0.7237,304,91,348,132
117,9,0,car,0.5674,304,88,328,104
117,10,0,car,0.5188,302,23,322,37
117,11,0,car,0.4263,311,88,335,104
118,1,0,car,0.8778,613,385,744,511
118,2,0,car,0.8455,0,454,181,526
118,3,0,car,0.8096,618,192,723,232
118,4,0,car,0.8058,212,187,323,235
118,5,0,car,0.8019,187,165,285,201
118,6,0,car,0.7924,471,128,548,159
118,7,0,car,0.7702,266,166,354,200
118,8,0,car,0.7241,304,91,348,132
118,9,0,car,0.5672,304,88,328,104
118,10,0,car,0.5223,302,23,322,37
118,11,0,car,0.4261,311,88,335,104
119,1,0,car,0.8781,613,385,744,511
119,2,0,car,0.8447,0,454,180,526
119,3,0,car,0.8091,618,192,723,231
119,4,0,car,0.806,212,187,323,235
119,5,0,car,0.802,187,165,285,201
119,6,0,car,0.7924,471,128,549,159
119,7,0,car,0.7708,266,166,354,200
119,8,0,car,0.7238,304,91,348,132
119,9,0,car,0.5675,304,88,328,104
119,10,0,car,0.5195,302,23,322,37
119,11,0,car,0.4284,311,88,335,104
120,1,0,car,0.8778,613,385,744,511
120,2,0,car,0.8461,0,454,181,526
120,3,0,car,0.8094,618,192,723,232
120,4,0,car,0.8057,212,187,323,235
120,5,0,car,0.8019,187,165,285,201
120,6,0,car,0.7924,471,128,549,159
120,7,0,car,0.7704,266,166,354,200
120,8,0,car,0.7242,304,91,348,132
120,9,0,car,0.5672,304,88,328,104
120,10,0,car,0.5227,302,23,322,37
120,11,0,car,0.4261,311,88,335,104
121,1,0,car,0.8781,613,385,744,511
121,2,0,car,0.8447,0,454,180,526
121,3,0,car,0.8092,618,192,723,231
121,4,0,car,0.806,212,187,323,235
121,5,0,car,0.802,187,165,285,201
121,6,0,car,0.7924,471,128,549,159
121,7,0,car,0.7708,266,166,354,200
121,8,0,car,0.7238,304,91,348,132
121,9,0,car,0.5676,304,88,328,104
121,10,0,car,0.5196,302,23,322,37
121,11,0,car,0.4283,311,88,335,104
122,1,0,car,0.8778,613,385,744,511
122,2,0,car,0.8461,0,454,181,526
122,3,0,car,0.8094,618,192,723,232
122,4,0,car,0.8057,212,187,323,235
122,5,0,car,0.8019,187,165,285,201
122,6,0,car,0.7924,471,128,549,159
122,7,0,car,0.7704,266,166,354,200
122,8,0,car,0.7242,304,91,348,132
122,9,0,car,0.5672,304,88,328,104
122,10,0,car,0.5227,302,23,322,37
122,11,0,car,0.4261,311,88,335,104
123,1,0,car,0.8781,613,385,744,511
123,2,0,car,0.8447,0,454,180,526
123,3,0,car,0.8092,618,192,723,231
123,4,0,car,0.806,212,187,323,235
123,5,0,car,0.802,187,165,285,201
123,6,0,car,0.7924,471,128,549,159
